Teff,logg,m_h
9500.0,4.0,-4.0
9500.0,4.5,-4.0
9500.0,5.0,-4.0
9750.0,2.0,-4.0
9750.0,2.5,-4.0
9750.0,3.0,-4.0
9750.0,3.5,-4.0
9750.0,4.0,-4.0
9750.0,4.5,-4.0
9750.0,5.0,-4.0
10000.0,2.0,-4.0
10000.0,2.5,-4.0
10000.0,3.0,-4.0
10000.0,3.5,-4.0
10000.0,4.0,-4.0
10000.0,4.5,-4.0
10000.0,5.0,-4.0
10500.0,2.0,-4.0
10500.0,2.5,-4.0
10500.0,3.0,-4.0
10500.0,3.5,-4.0
10500.0,4.0,-4.0
10500.0,4.5,-4.0
10500.0,5.0,-4.0
11000.0,2.5,-4.0
11000.0,3.0,-4.0
11000.0,3.5,-4.0
11000.0,4.0,-4.0
11000.0,4.5,-4.0
11000.0,5.0,-4.0
11500.0,2.5,-4.0
11500.0,3.0,-4.0
11500.0,3.5,-4.0
11500.0,4.0,-4.0
11500.0,4.5,-4.0
11500.0,5.0,-4.0
12000.0,2.5,-4.0
12000.0,3.0,-4.0
12000.0,3.5,-4.0
12000.0,4.0,-4.0
12000.0,4.5,-4.0
12000.0,5.0,-4.0
12500.0,2.5,-4.0
12500.0,3.0,-4.0
12500.0,3.5,-4.0
12500.0,4.0,-4.0
12500.0,4.5,-4.0
12500.0,5.0,-4.0
13000.0,2.5,-4.0
13000.0,3.0,-4.0
13000.0,3.5,-4.0
13000.0,4.0,-4.0
13000.0,4.5,-4.0
13000.0,5.0,-4.0
14000.0,2.0,-4.0
14000.0,2.5,-4.0
14000.0,3.0,-4.0
14000.0,3.5,-4.0
14000.0,4.0,-4.0
14000.0,4.5,-4.0
14000.0,5.0,-4.0
15000.0,2.5,-4.0
15000.0,3.0,-4.0
15000.0,3.5,-4.0
15000.0,4.0,-4.0
15000.0,4.5,-4.0
15000.0,5.0,-4.0
16000.0,2.5,-4.0
16000.0,3.0,-4.0
16000.0,3.5,-4.0
16000.0,4.0,-4.0
16000.0,4.5,-4.0
16000.0,5.0,-4.0
17000.0,2.5,-4.0
17000.0,3.0,-4.0
17000.0,3.5,-4.0
17000.0,4.0,-4.0
17000.0,4.5,-4.0
17000.0,5.0,-4.0
18000.0,2.5,-4.0
18000.0,3.0,-4.0
18000.0,3.5,-4.0
18000.0,4.0,-4.0
18000.0,4.5,-4.0
18000.0,5.0,-4.0
19000.0,2.5,-4.0
19000.0,3.0,-4.0
19000.0,3.5,-4.0
19000.0,4.0,-4.0
19000.0,4.5,-4.0
19000.0,5.0,-4.0
20000.0,3.0,-4.0
20000.0,3.5,-4.0
20000.0,4.0,-4.0
20000.0,4.5,-4.0
20000.0,5.0,-4.0
21000.0,3.0,-4.0
21000.0,3.5,-4.0
21000.0,4.0,-4.0
21000.0,4.5,-4.0
21000.0,5.0,-4.0
22000.0,3.0,-4.0
22000.0,3.5,-4.0
22000.0,4.0,-4.0
22000.0,4.5,-4.0
22000.0,5.0,-4.0
23000.0,3.0,-4.0
23000.0,3.5,-4.0
23000.0,4.0,-4.0
23000.0,4.5,-4.0
23000.0,5.0,-4.0
24000.0,3.0,-4.0
24000.0,3.5,-4.0
24000.0,4.0,-4.0
24000.0,4.5,-4.0
24000.0,5.0,-4.0
25000.0,3.0,-4.0
25000.0,3.5,-4.0
25000.0,4.0,-4.0
25000.0,4.5,-4.0
25000.0,5.0,-4.0
26000.0,3.0,-4.0
26000.0,3.5,-4.0
26000.0,4.0,-4.0
26000.0,4.5,-4.0
26000.0,5.0,-4.0
27000.0,3.5,-4.0
27000.0,4.0,-4.0
27000.0,4.5,-4.0
27000.0,5.0,-4.0
28000.0,3.5,-4.0
28000.0,4.0,-4.0
28000.0,4.5,-4.0
28000.0,5.0,-4.0
29000.0,3.5,-4.0
29000.0,4.0,-4.0
29000.0,4.5,-4.0
29000.0,5.0,-4.0
30000.0,3.5,-4.0
30000.0,4.0,-4.0
30000.0,4.5,-4.0
30000.0,5.0,-4.0
31000.0,3.5,-4.0
31000.0,4.0,-4.0
31000.0,4.5,-4.0
31000.0,5.0,-4.0
32000.0,4.0,-4.0
32000.0,4.5,-4.0
32000.0,5.0,-4.0
33000.0,4.0,-4.0
33000.0,4.5,-4.0
33000.0,5.0,-4.0
34000.0,4.0,-4.0
34000.0,4.5,-4.0
34000.0,5.0,-4.0
35000.0,4.0,-4.0
35000.0,4.5,-4.0
35000.0,5.0,-4.0
37500.0,4.5,-4.0
37500.0,5.0,-4.0
40000.0,4.5,-4.0
40000.0,5.0,-4.0
42500.0,5.0,-4.0
45000.0,5.0,-4.0
47500.0,5.0,-4.0
50000.0,5.0,-4.0
3500.0,0.0,-3.5
3500.0,0.5,-3.5
3500.0,1.0,-3.5
3500.0,1.5,-3.5
3500.0,2.0,-3.5
3500.0,2.5,-3.5
3500.0,3.0,-3.5
3500.0,3.5,-3.5
3750.0,0.0,-3.5
3750.0,0.5,-3.5
3750.0,1.0,-3.5
3750.0,1.5,-3.5
3750.0,2.0,-3.5
3750.0,2.5,-3.5
3750.0,3.0,-3.5
3750.0,3.5,-3.5
3750.0,4.0,-3.5
4000.0,0.0,-3.5
4000.0,0.5,-3.5
4000.0,1.0,-3.5
4000.0,1.5,-3.5
4000.0,2.0,-3.5
4000.0,2.5,-3.5
4000.0,3.0,-3.5
4000.0,3.5,-3.5
4000.0,4.0,-3.5
4000.0,4.5,-3.5
4250.0,0.0,-3.5
4250.0,0.5,-3.5
4250.0,1.0,-3.5
4250.0,1.5,-3.5
4250.0,2.0,-3.5
4250.0,2.5,-3.5
4250.0,3.0,-3.5
4250.0,3.5,-3.5
4250.0,4.0,-3.5
4250.0,4.5,-3.5
4500.0,0.0,-3.5
4500.0,0.5,-3.5
4500.0,1.0,-3.5
4500.0,1.5,-3.5
4500.0,2.0,-3.5
4500.0,2.5,-3.5
4500.0,3.0,-3.5
4500.0,3.5,-3.5
4500.0,4.0,-3.5
4500.0,4.5,-3.5
4500.0,5.0,-3.5
4750.0,0.0,-3.5
4750.0,0.5,-3.5
4750.0,1.0,-3.5
4750.0,1.5,-3.5
4750.0,2.0,-3.5
4750.0,2.5,-3.5
4750.0,3.0,-3.5
4750.0,3.5,-3.5
4750.0,4.0,-3.5
4750.0,4.5,-3.5
4750.0,5.0,-3.5
5000.0,0.0,-3.5
5000.0,0.5,-3.5
5000.0,1.0,-3.5
5000.0,1.5,-3.5
5000.0,2.0,-3.5
5000.0,2.5,-3.5
5000.0,3.0,-3.5
5000.0,3.5,-3.5
5000.0,4.0,-3.5
5000.0,4.5,-3.5
5000.0,5.0,-3.5
5250.0,0.0,-3.5
5250.0,0.5,-3.5
5250.0,1.0,-3.5
5250.0,1.5,-3.5
5250.0,2.0,-3.5
5250.0,2.5,-3.5
5250.0,3.0,-3.5
5250.0,3.5,-3.5
5250.0,4.0,-3.5
5250.0,4.5,-3.5
5250.0,5.0,-3.5
5500.0,0.0,-3.5
5500.0,0.5,-3.5
5500.0,1.0,-3.5
5500.0,1.5,-3.5
5500.0,2.0,-3.5
5500.0,2.5,-3.5
5500.0,3.0,-3.5
5500.0,3.5,-3.5
5500.0,4.0,-3.5
5500.0,4.5,-3.5
5500.0,5.0,-3.5
5750.0,0.0,-3.5
5750.0,0.5,-3.5
5750.0,1.0,-3.5
5750.0,1.5,-3.5
5750.0,2.0,-3.5
5750.0,2.5,-3.5
5750.0,3.0,-3.5
5750.0,3.5,-3.5
5750.0,4.0,-3.5
5750.0,4.5,-3.5
5750.0,5.0,-3.5
6000.0,0.0,-3.5
6000.0,0.5,-3.5
6000.0,1.0,-3.5
6000.0,1.5,-3.5
6000.0,2.0,-3.5
6000.0,2.5,-3.5
6000.0,3.0,-3.5
6000.0,3.5,-3.5
6000.0,4.0,-3.5
6000.0,4.5,-3.5
6000.0,5.0,-3.5
6250.0,0.5,-3.5
6250.0,1.0,-3.5
6250.0,1.5,-3.5
6250.0,2.0,-3.5
6250.0,2.5,-3.5
6250.0,3.0,-3.5
6250.0,3.5,-3.5
6250.0,4.0,-3.5
6250.0,4.5,-3.5
6250.0,5.0,-3.5
6500.0,0.5,-3.5
6500.0,1.0,-3.5
6500.0,1.5,-3.5
6500.0,2.0,-3.5
6500.0,2.5,-3.5
6500.0,3.0,-3.5
6500.0,3.5,-3.5
6500.0,4.0,-3.5
6500.0,4.5,-3.5
6500.0,5.0,-3.5
6750.0,0.5,-3.5
6750.0,1.0,-3.5
6750.0,1.5,-3.5
6750.0,2.0,-3.5
6750.0,2.5,-3.5
6750.0,3.0,-3.5
6750.0,3.5,-3.5
6750.0,4.0,-3.5
6750.0,4.5,-3.5
6750.0,5.0,-3.5
7000.0,0.5,-3.5
7000.0,1.0,-3.5
7000.0,1.5,-3.5
7000.0,2.0,-3.5
7000.0,2.5,-3.5
7000.0,3.0,-3.5
7000.0,3.5,-3.5
7000.0,4.0,-3.5
7000.0,4.5,-3.5
7000.0,5.0,-3.5
7250.0,1.0,-3.5
7250.0,1.5,-3.5
7250.0,2.0,-3.5
7250.0,2.5,-3.5
7250.0,3.0,-3.5
7250.0,3.5,-3.5
7250.0,4.0,-3.5
7250.0,4.5,-3.5
7250.0,5.0,-3.5
7500.0,1.0,-3.5
7500.0,1.5,-3.5
7500.0,2.0,-3.5
7500.0,2.5,-3.5
7500.0,3.0,-3.5
7500.0,3.5,-3.5
7500.0,4.0,-3.5
7500.0,4.5,-3.5
7500.0,5.0,-3.5
7750.0,1.5,-3.5
7750.0,2.0,-3.5
7750.0,2.5,-3.5
7750.0,3.0,-3.5
7750.0,3.5,-3.5
7750.0,4.0,-3.5
7750.0,4.5,-3.5
7750.0,5.0,-3.5
8000.0,1.5,-3.5
8000.0,2.0,-3.5
8000.0,2.5,-3.5
8000.0,3.0,-3.5
8000.0,3.5,-3.5
8000.0,4.0,-3.5
8000.0,4.5,-3.5
8000.0,5.0,-3.5
8250.0,2.0,-3.5
8250.0,2.5,-3.5
8250.0,3.0,-3.5
8250.0,3.5,-3.5
8250.0,4.0,-3.5
8250.0,4.5,-3.5
8250.0,5.0,-3.5
8500.0,1.5,-3.5
8500.0,2.0,-3.5
8500.0,2.5,-3.5
8500.0,3.0,-3.5
8500.0,3.5,-3.5
8500.0,4.0,-3.5
8500.0,4.5,-3.5
8500.0,5.0,-3.5
8750.0,2.0,-3.5
8750.0,2.5,-3.5
8750.0,3.0,-3.5
8750.0,3.5,-3.5
8750.0,4.0,-3.5
8750.0,4.5,-3.5
8750.0,5.0,-3.5
9000.0,1.5,-3.5
9000.0,2.0,-3.5
9000.0,2.5,-3.5
9000.0,3.0,-3.5
9000.0,3.5,-3.5
9000.0,4.0,-3.5
9000.0,4.5,-3.5
9000.0,5.0,-3.5
9250.0,2.0,-3.5
9250.0,2.5,-3.5
9250.0,3.0,-3.5
9250.0,3.5,-3.5
9250.0,4.0,-3.5
9250.0,4.5,-3.5
9250.0,5.0,-3.5
9500.0,2.0,-3.5
9500.0,2.5,-3.5
9500.0,3.0,-3.5
9500.0,3.5,-3.5
9500.0,4.0,-3.5
9500.0,4.5,-3.5
9500.0,5.0,-3.5
9750.0,2.0,-3.5
9750.0,2.5,-3.5
9750.0,3.0,-3.5
9750.0,3.5,-3.5
9750.0,4.0,-3.5
9750.0,4.5,-3.5
9750.0,5.0,-3.5
10000.0,2.0,-3.5
10000.0,2.5,-3.5
10000.0,3.0,-3.5
10000.0,3.5,-3.5
10000.0,4.0,-3.5
10000.0,4.5,-3.5
10000.0,5.0,-3.5
10500.0,2.0,-3.5
10500.0,2.5,-3.5
10500.0,3.0,-3.5
10500.0,3.5,-3.5
10500.0,4.0,-3.5
10500.0,4.5,-3.5
10500.0,5.0,-3.5
11000.0,2.5,-3.5
11000.0,3.0,-3.5
11000.0,3.5,-3.5
11000.0,4.0,-3.5
11000.0,4.5,-3.5
11000.0,5.0,-3.5
11500.0,2.5,-3.5
11500.0,3.0,-3.5
11500.0,3.5,-3.5
11500.0,4.0,-3.5
11500.0,4.5,-3.5
11500.0,5.0,-3.5
12000.0,2.5,-3.5
12000.0,3.0,-3.5
12000.0,3.5,-3.5
12000.0,4.0,-3.5
12000.0,4.5,-3.5
12000.0,5.0,-3.5
12500.0,2.5,-3.5
12500.0,3.0,-3.5
12500.0,3.5,-3.5
12500.0,4.0,-3.5
12500.0,4.5,-3.5
12500.0,5.0,-3.5
13000.0,2.5,-3.5
13000.0,3.0,-3.5
13000.0,3.5,-3.5
13000.0,4.0,-3.5
13000.0,4.5,-3.5
13000.0,5.0,-3.5
14000.0,2.0,-3.5
14000.0,2.5,-3.5
14000.0,3.0,-3.5
14000.0,3.5,-3.5
14000.0,4.0,-3.5
14000.0,4.5,-3.5
14000.0,5.0,-3.5
15000.0,2.5,-3.5
15000.0,3.0,-3.5
15000.0,3.5,-3.5
15000.0,4.0,-3.5
15000.0,4.5,-3.5
15000.0,5.0,-3.5
16000.0,2.5,-3.5
16000.0,3.0,-3.5
16000.0,3.5,-3.5
16000.0,4.0,-3.5
16000.0,4.5,-3.5
16000.0,5.0,-3.5
17000.0,2.5,-3.5
17000.0,3.0,-3.5
17000.0,3.5,-3.5
17000.0,4.0,-3.5
17000.0,4.5,-3.5
17000.0,5.0,-3.5
18000.0,2.5,-3.5
18000.0,3.0,-3.5
18000.0,3.5,-3.5
18000.0,4.0,-3.5
18000.0,4.5,-3.5
18000.0,5.0,-3.5
19000.0,2.5,-3.5
19000.0,3.0,-3.5
19000.0,3.5,-3.5
19000.0,4.0,-3.5
19000.0,4.5,-3.5
19000.0,5.0,-3.5
20000.0,3.0,-3.5
20000.0,3.5,-3.5
20000.0,4.0,-3.5
20000.0,4.5,-3.5
20000.0,5.0,-3.5
21000.0,3.0,-3.5
21000.0,3.5,-3.5
21000.0,4.0,-3.5
21000.0,4.5,-3.5
21000.0,5.0,-3.5
22000.0,3.0,-3.5
22000.0,3.5,-3.5
22000.0,4.0,-3.5
22000.0,4.5,-3.5
22000.0,5.0,-3.5
23000.0,3.0,-3.5
23000.0,3.5,-3.5
23000.0,4.0,-3.5
23000.0,4.5,-3.5
23000.0,5.0,-3.5
24000.0,3.0,-3.5
24000.0,3.5,-3.5
24000.0,4.0,-3.5
24000.0,4.5,-3.5
24000.0,5.0,-3.5
25000.0,3.0,-3.5
25000.0,3.5,-3.5
25000.0,4.0,-3.5
25000.0,4.5,-3.5
25000.0,5.0,-3.5
26000.0,3.0,-3.5
26000.0,3.5,-3.5
26000.0,4.0,-3.5
26000.0,4.5,-3.5
26000.0,5.0,-3.5
27000.0,3.5,-3.5
27000.0,4.0,-3.5
27000.0,4.5,-3.5
27000.0,5.0,-3.5
28000.0,3.5,-3.5
28000.0,4.0,-3.5
28000.0,4.5,-3.5
28000.0,5.0,-3.5
29000.0,3.5,-3.5
29000.0,4.0,-3.5
29000.0,4.5,-3.5
29000.0,5.0,-3.5
30000.0,3.5,-3.5
30000.0,4.0,-3.5
30000.0,4.5,-3.5
30000.0,5.0,-3.5
31000.0,3.5,-3.5
31000.0,4.0,-3.5
31000.0,4.5,-3.5
31000.0,5.0,-3.5
32000.0,4.0,-3.5
32000.0,4.5,-3.5
32000.0,5.0,-3.5
33000.0,4.0,-3.5
33000.0,4.5,-3.5
33000.0,5.0,-3.5
34000.0,4.0,-3.5
34000.0,4.5,-3.5
34000.0,5.0,-3.5
35000.0,4.0,-3.5
35000.0,4.5,-3.5
35000.0,5.0,-3.5
37500.0,4.5,-3.5
37500.0,5.0,-3.5
40000.0,4.5,-3.5
40000.0,5.0,-3.5
42500.0,5.0,-3.5
45000.0,5.0,-3.5
47500.0,5.0,-3.5
50000.0,5.0,-3.5
3500.0,0.0,-3.0
3500.0,0.5,-3.0
3500.0,1.0,-3.0
3500.0,1.5,-3.0
3500.0,2.0,-3.0
3500.0,2.5,-3.0
3500.0,3.0,-3.0
3500.0,3.5,-3.0
3500.0,4.0,-3.0
3750.0,0.0,-3.0
3750.0,0.5,-3.0
3750.0,1.0,-3.0
3750.0,1.5,-3.0
3750.0,2.0,-3.0
3750.0,2.5,-3.0
3750.0,3.0,-3.0
3750.0,3.5,-3.0
3750.0,4.0,-3.0
4000.0,0.0,-3.0
4000.0,0.5,-3.0
4000.0,1.0,-3.0
4000.0,1.5,-3.0
4000.0,2.0,-3.0
4000.0,2.5,-3.0
4000.0,3.0,-3.0
4000.0,3.5,-3.0
4000.0,4.0,-3.0
4000.0,4.5,-3.0
4250.0,0.0,-3.0
4250.0,0.5,-3.0
4250.0,1.0,-3.0
4250.0,1.5,-3.0
4250.0,2.0,-3.0
4250.0,2.5,-3.0
4250.0,3.0,-3.0
4250.0,3.5,-3.0
4250.0,4.0,-3.0
4250.0,4.5,-3.0
4250.0,5.0,-3.0
4500.0,0.0,-3.0
4500.0,0.5,-3.0
4500.0,1.0,-3.0
4500.0,1.5,-3.0
4500.0,2.0,-3.0
4500.0,2.5,-3.0
4500.0,3.0,-3.0
4500.0,3.5,-3.0
4500.0,4.0,-3.0
4500.0,4.5,-3.0
4500.0,5.0,-3.0
4750.0,0.0,-3.0
4750.0,0.5,-3.0
4750.0,1.0,-3.0
4750.0,1.5,-3.0
4750.0,2.0,-3.0
4750.0,2.5,-3.0
4750.0,3.0,-3.0
4750.0,3.5,-3.0
4750.0,4.0,-3.0
4750.0,4.5,-3.0
4750.0,5.0,-3.0
5000.0,0.0,-3.0
5000.0,0.5,-3.0
5000.0,1.0,-3.0
5000.0,1.5,-3.0
5000.0,2.0,-3.0
5000.0,2.5,-3.0
5000.0,3.0,-3.0
5000.0,3.5,-3.0
5000.0,4.0,-3.0
5000.0,4.5,-3.0
5000.0,5.0,-3.0
5250.0,0.0,-3.0
5250.0,0.5,-3.0
5250.0,1.0,-3.0
5250.0,1.5,-3.0
5250.0,2.0,-3.0
5250.0,2.5,-3.0
5250.0,3.0,-3.0
5250.0,3.5,-3.0
5250.0,4.0,-3.0
5250.0,4.5,-3.0
5250.0,5.0,-3.0
5500.0,0.0,-3.0
5500.0,0.5,-3.0
5500.0,1.0,-3.0
5500.0,1.5,-3.0
5500.0,2.0,-3.0
5500.0,2.5,-3.0
5500.0,3.0,-3.0
5500.0,3.5,-3.0
5500.0,4.0,-3.0
5500.0,4.5,-3.0
5500.0,5.0,-3.0
5750.0,0.0,-3.0
5750.0,0.5,-3.0
5750.0,1.0,-3.0
5750.0,1.5,-3.0
5750.0,2.0,-3.0
5750.0,2.5,-3.0
5750.0,3.0,-3.0
5750.0,3.5,-3.0
5750.0,4.0,-3.0
5750.0,4.5,-3.0
5750.0,5.0,-3.0
6000.0,0.0,-3.0
6000.0,0.5,-3.0
6000.0,1.0,-3.0
6000.0,1.5,-3.0
6000.0,2.0,-3.0
6000.0,2.5,-3.0
6000.0,3.0,-3.0
6000.0,3.5,-3.0
6000.0,4.0,-3.0
6000.0,4.5,-3.0
6000.0,5.0,-3.0
6250.0,0.5,-3.0
6250.0,1.0,-3.0
6250.0,1.5,-3.0
6250.0,2.0,-3.0
6250.0,2.5,-3.0
6250.0,3.0,-3.0
6250.0,3.5,-3.0
6250.0,4.0,-3.0
6250.0,4.5,-3.0
6250.0,5.0,-3.0
6500.0,0.5,-3.0
6500.0,1.0,-3.0
6500.0,1.5,-3.0
6500.0,2.0,-3.0
6500.0,2.5,-3.0
6500.0,3.0,-3.0
6500.0,3.5,-3.0
6500.0,4.0,-3.0
6500.0,4.5,-3.0
6500.0,5.0,-3.0
6750.0,0.5,-3.0
6750.0,1.0,-3.0
6750.0,1.5,-3.0
6750.0,2.0,-3.0
6750.0,2.5,-3.0
6750.0,3.0,-3.0
6750.0,3.5,-3.0
6750.0,4.0,-3.0
6750.0,4.5,-3.0
6750.0,5.0,-3.0
7000.0,0.5,-3.0
7000.0,1.0,-3.0
7000.0,1.5,-3.0
7000.0,2.0,-3.0
7000.0,2.5,-3.0
7000.0,3.0,-3.0
7000.0,3.5,-3.0
7000.0,4.0,-3.0
7000.0,4.5,-3.0
7000.0,5.0,-3.0
7250.0,0.5,-3.0
7250.0,1.0,-3.0
7250.0,1.5,-3.0
7250.0,2.0,-3.0
7250.0,2.5,-3.0
7250.0,3.0,-3.0
7250.0,3.5,-3.0
7250.0,4.0,-3.0
7250.0,4.5,-3.0
7250.0,5.0,-3.0
7500.0,1.0,-3.0
7500.0,1.5,-3.0
7500.0,2.0,-3.0
7500.0,2.5,-3.0
7500.0,3.0,-3.0
7500.0,3.5,-3.0
7500.0,4.0,-3.0
7500.0,4.5,-3.0
7500.0,5.0,-3.0
7750.0,1.5,-3.0
7750.0,2.0,-3.0
7750.0,2.5,-3.0
7750.0,3.0,-3.0
7750.0,3.5,-3.0
7750.0,4.0,-3.0
7750.0,4.5,-3.0
7750.0,5.0,-3.0
8000.0,1.5,-3.0
8000.0,2.0,-3.0
8000.0,2.5,-3.0
8000.0,3.0,-3.0
8000.0,3.5,-3.0
8000.0,4.0,-3.0
8000.0,4.5,-3.0
8000.0,5.0,-3.0
8250.0,1.5,-3.0
8250.0,2.0,-3.0
8250.0,2.5,-3.0
8250.0,3.0,-3.0
8250.0,3.5,-3.0
8250.0,4.0,-3.0
8250.0,4.5,-3.0
8250.0,5.0,-3.0
8500.0,1.5,-3.0
8500.0,2.0,-3.0
8500.0,2.5,-3.0
8500.0,3.0,-3.0
8500.0,3.5,-3.0
8500.0,4.0,-3.0
8500.0,4.5,-3.0
8500.0,5.0,-3.0
8750.0,2.0,-3.0
8750.0,2.5,-3.0
8750.0,3.0,-3.0
8750.0,3.5,-3.0
8750.0,4.0,-3.0
8750.0,4.5,-3.0
8750.0,5.0,-3.0
9000.0,1.5,-3.0
9000.0,2.0,-3.0
9000.0,2.5,-3.0
9000.0,3.0,-3.0
9000.0,3.5,-3.0
9000.0,4.0,-3.0
9000.0,4.5,-3.0
9000.0,5.0,-3.0
9250.0,2.0,-3.0
9250.0,2.5,-3.0
9250.0,3.0,-3.0
9250.0,3.5,-3.0
9250.0,4.0,-3.0
9250.0,4.5,-3.0
9250.0,5.0,-3.0
9500.0,2.0,-3.0
9500.0,2.5,-3.0
9500.0,3.0,-3.0
9500.0,3.5,-3.0
9500.0,4.0,-3.0
9500.0,4.5,-3.0
9500.0,5.0,-3.0
9750.0,2.0,-3.0
9750.0,2.5,-3.0
9750.0,3.0,-3.0
9750.0,3.5,-3.0
9750.0,4.0,-3.0
9750.0,4.5,-3.0
9750.0,5.0,-3.0
10000.0,2.0,-3.0
10000.0,2.5,-3.0
10000.0,3.0,-3.0
10000.0,3.5,-3.0
10000.0,4.0,-3.0
10000.0,4.5,-3.0
10000.0,5.0,-3.0
10500.0,2.0,-3.0
10500.0,2.5,-3.0
10500.0,3.0,-3.0
10500.0,3.5,-3.0
10500.0,4.0,-3.0
10500.0,4.5,-3.0
10500.0,5.0,-3.0
11000.0,2.5,-3.0
11000.0,3.0,-3.0
11000.0,3.5,-3.0
11000.0,4.0,-3.0
11000.0,4.5,-3.0
11000.0,5.0,-3.0
11500.0,2.5,-3.0
11500.0,3.0,-3.0
11500.0,3.5,-3.0
11500.0,4.0,-3.0
11500.0,4.5,-3.0
11500.0,5.0,-3.0
12000.0,2.5,-3.0
12000.0,3.0,-3.0
12000.0,3.5,-3.0
12000.0,4.0,-3.0
12000.0,4.5,-3.0
12000.0,5.0,-3.0
12500.0,2.5,-3.0
12500.0,3.0,-3.0
12500.0,3.5,-3.0
12500.0,4.0,-3.0
12500.0,4.5,-3.0
12500.0,5.0,-3.0
13000.0,2.5,-3.0
13000.0,3.0,-3.0
13000.0,3.5,-3.0
13000.0,4.0,-3.0
13000.0,4.5,-3.0
13000.0,5.0,-3.0
14000.0,2.0,-3.0
14000.0,2.5,-3.0
14000.0,3.0,-3.0
14000.0,3.5,-3.0
14000.0,4.0,-3.0
14000.0,4.5,-3.0
14000.0,5.0,-3.0
15000.0,2.5,-3.0
15000.0,3.0,-3.0
15000.0,3.5,-3.0
15000.0,4.0,-3.0
15000.0,4.5,-3.0
15000.0,5.0,-3.0
16000.0,2.5,-3.0
16000.0,3.0,-3.0
16000.0,3.5,-3.0
16000.0,4.0,-3.0
16000.0,4.5,-3.0
16000.0,5.0,-3.0
17000.0,2.5,-3.0
17000.0,3.0,-3.0
17000.0,3.5,-3.0
17000.0,4.0,-3.0
17000.0,4.5,-3.0
17000.0,5.0,-3.0
18000.0,2.5,-3.0
18000.0,3.0,-3.0
18000.0,3.5,-3.0
18000.0,4.0,-3.0
18000.0,4.5,-3.0
18000.0,5.0,-3.0
19000.0,2.5,-3.0
19000.0,3.0,-3.0
19000.0,3.5,-3.0
19000.0,4.0,-3.0
19000.0,4.5,-3.0
19000.0,5.0,-3.0
20000.0,3.0,-3.0
20000.0,3.5,-3.0
20000.0,4.0,-3.0
20000.0,4.5,-3.0
20000.0,5.0,-3.0
21000.0,3.0,-3.0
21000.0,3.5,-3.0
21000.0,4.0,-3.0
21000.0,4.5,-3.0
21000.0,5.0,-3.0
22000.0,3.0,-3.0
22000.0,3.5,-3.0
22000.0,4.0,-3.0
22000.0,4.5,-3.0
22000.0,5.0,-3.0
23000.0,3.0,-3.0
23000.0,3.5,-3.0
23000.0,4.0,-3.0
23000.0,4.5,-3.0
23000.0,5.0,-3.0
24000.0,3.0,-3.0
24000.0,3.5,-3.0
24000.0,4.0,-3.0
24000.0,4.5,-3.0
24000.0,5.0,-3.0
25000.0,3.0,-3.0
25000.0,3.5,-3.0
25000.0,4.0,-3.0
25000.0,4.5,-3.0
25000.0,5.0,-3.0
26000.0,3.0,-3.0
26000.0,3.5,-3.0
26000.0,4.0,-3.0
26000.0,4.5,-3.0
26000.0,5.0,-3.0
27000.0,3.0,-3.0
27000.0,3.5,-3.0
27000.0,4.0,-3.0
27000.0,4.5,-3.0
27000.0,5.0,-3.0
28000.0,3.5,-3.0
28000.0,4.0,-3.0
28000.0,4.5,-3.0
28000.0,5.0,-3.0
29000.0,3.5,-3.0
29000.0,4.0,-3.0
29000.0,4.5,-3.0
29000.0,5.0,-3.0
30000.0,3.5,-3.0
30000.0,4.0,-3.0
30000.0,4.5,-3.0
30000.0,5.0,-3.0
31000.0,3.5,-3.0
31000.0,4.0,-3.0
31000.0,4.5,-3.0
31000.0,5.0,-3.0
32000.0,4.0,-3.0
32000.0,4.5,-3.0
32000.0,5.0,-3.0
33000.0,4.0,-3.0
33000.0,4.5,-3.0
33000.0,5.0,-3.0
34000.0,4.0,-3.0
34000.0,4.5,-3.0
34000.0,5.0,-3.0
35000.0,4.0,-3.0
35000.0,4.5,-3.0
35000.0,5.0,-3.0
37500.0,4.5,-3.0
37500.0,5.0,-3.0
40000.0,4.5,-3.0
40000.0,5.0,-3.0
42500.0,5.0,-3.0
45000.0,5.0,-3.0
47500.0,5.0,-3.0
50000.0,5.0,-3.0
3500.0,0.0,-2.5
3500.0,0.5,-2.5
3500.0,1.0,-2.5
3500.0,1.5,-2.5
3500.0,2.0,-2.5
3500.0,2.5,-2.5
3500.0,3.0,-2.5
3500.0,3.5,-2.5
3500.0,4.0,-2.5
3750.0,0.0,-2.5
3750.0,0.5,-2.5
3750.0,1.0,-2.5
3750.0,1.5,-2.5
3750.0,2.0,-2.5
3750.0,2.5,-2.5
3750.0,3.0,-2.5
3750.0,3.5,-2.5
3750.0,4.0,-2.5
3750.0,4.5,-2.5
4000.0,0.0,-2.5
4000.0,0.5,-2.5
4000.0,1.0,-2.5
4000.0,1.5,-2.5
4000.0,2.0,-2.5
4000.0,2.5,-2.5
4000.0,3.0,-2.5
4000.0,3.5,-2.5
4000.0,4.0,-2.5
4000.0,4.5,-2.5
4250.0,0.0,-2.5
4250.0,0.5,-2.5
4250.0,1.0,-2.5
4250.0,1.5,-2.5
4250.0,2.0,-2.5
4250.0,2.5,-2.5
4250.0,3.0,-2.5
4250.0,3.5,-2.5
4250.0,4.0,-2.5
